season,manager,phase,player_raw,player,pos,team,price,fpl_points,fpl_minutes,matched
2020-21,Jonathan,auction,Lacazette,Lacazette,FWD,,30,129,1916,yes
2020-21,Jonathan,auction,Schmeichel,Schmeichel,GK,,25,128,3420,yes
2020-21,Jonathan,auction,Tarkowski,Tarkowski,DEF,,25,109,3240,yes
2020-21,Jonathan,auction,Lucas Moura,Lucas Moura,MID,,20,80,1397,yes
2020-21,Jonathan,auction,Mitrović,Mitrović,FWD,,15,63,1389,yes
2020-21,Jonathan,auction,Greenwood,Greenwood,MID,,10,106,1813,yes
2020-21,Jonathan,auction,Barnes,Barnes,MID,,10,126,1944,yes
2020-21,Jonathan,rebid,Sterling,Sterling,MID,,,154,2534,yes
2020-21,Jonathan,rebid,Martial,Martial,FWD,,,75,1477,yes
2020-21,Jonathan,rebid,Son,Son,MID,,,228,3119,yes
2020-21,Jonathan,rebid,Richarlison,Richarlison,FWD,,,123,2862,yes
2020-21,Jonathan,rebid,Fornals,Fornals,MID,,,125,2571,yes
2020-21,Jonathan,rebid,Alisson,Alisson,GK,,,140,2970,yes
2020-21,Jonathan,rebid,Chilwell,Chilwell,DEF,,,139,2286,yes
2020-21,Jonathan,rebid,Cancelo,Cancelo,DEF,,,138,2298,yes
2020-21,Jonathan,rebid,Wan-Bissaka,Wan-Bissaka,DEF,,,144,3060,yes
2020-21,Jonathan,rebid,McGinn,McGinn,MID,,,114,3330,yes
2020-21,Jonathan,rebid,de Gea,de Gea,GK,,,91,2295,yes
2020-21,Jonathan,rebid,Holding,Holding,DEF,,,105,2557,yes
2020-21,Jonathan,rebid,Justin,Justin,DEF,,,101,2070,yes
2020-21,Jonathan,rebid,Watkins,Watkins,FWD,,,168,3328,yes
2020-21,Lakshman,rebid,Werner,Werner,FWD,,750,128,2598,yes
2020-21,Lakshman,auction,Salah,Salah,MID,,525,231,3077,yes
2020-21,Lakshman,auction,De Bruyne,De Bruyne,MID,,525,141,1995,yes
2020-21,Lakshman,rebid,Abraham,Abraham,FWD,,425,69,1031,yes
2020-21,Lakshman,rebid,Mané,Mané,MID,,400,176,2808,yes
2020-21,Lakshman,rebid,Fernandes,Fernandes,MID,,400,244,3101,yes
2020-21,Lakshman,rebid,Zouma,Zouma,DEF,,262,108,2027,yes
2020-21,Lakshman,rebid,Tielemans,Tielemans,MID,,260,133,3356,yes
2020-21,Lakshman,rebid,Ward-Prowse,Ward-Prowse,MID,,241,156,3420,yes
2020-21,Lakshman,auction,Robertson,Robertson,DEF,,190,161,3384,yes
2020-21,Lakshman,auction,Gomez,Gomez,DEF,,175,10,589,yes
2020-21,Lakshman,auction,Walker,Walker,DEF,,165,91,1944,yes
2020-21,Lakshman,rebid,Bamford,Bamford,FWD,,160,194,3052,yes
2020-21,Lakshman,rebid,van Aanholt,van Aanholt,DEF,,110,54,1775,yes
2020-21,Lakshman,rebid,Cresswell,Cresswell,DEF,,93,153,3170,yes
2020-21,Lakshman,rebid,Matip,Matip,DEF,,83,42,690,yes
2020-21,Lakshman,rebid,Guaita,Guaita,GK,,76,124,3330,yes
2020-21,Lakshman,rebid,Fabianski,Fabianski,GK,,73,133,3150,yes
2020-21,Lakshman,rebid,Wood,Wood,FWD,,66,138,2741,yes
2020-21,Lakshman,rebid,Soucek,Soucek,MID,,43,147,3420,yes
2020-21,Lakshman,rebid,Kilman,Kilman,DEF,,43,58,1307,yes
2020-21,Lakshman,rebid,Telles,Telles,DEF,,43,25,689,yes
2020-21,Lakshman,rebid,Tarkowski,Tarkowski,DEF,,40,109,3240,yes
2020-21,Lakshman,rebid,Pogba,Pogba,MID,,25,92,1892,yes
2020-21,Lakshman,rebid,Bailly,Bailly,DEF,,16,31,915,yes
2020-21,Lakshman,rebid,Jesus,Jesus,FWD,,11,115,2056,yes
2020-21,Lakshman,blind,Ryan,Ryan,GK,,11,37,1260,yes
2020-21,Lakshman,auction,Bamford,Bamford,FWD,,5,194,3052,yes
2020-21,Lakshman,blind,Dunk,Dunk,DEF,,2,130,2932,yes
2020-21,Lakshman,blind,Groß,Groß,MID,,2,116,2479,yes
2020-21,Lakshman,blind,Dallas,Dallas,DEF,,2,171,3410,yes
2020-21,Lakshman,blind,Guaita,Guaita,GK,,2,124,3330,yes
2020-21,Lakshman,blind,Onomah,Onomah,MID,,2,13,369,yes
2020-21,Lakshman,blind,Bissouma,Bissouma,MID,,2,77,3112,yes
2020-21,Lakshman,blind,McBurnie,McBurnie,FWD,,2,44,1316,yes
2020-21,Lakshman,blind,Joelinton,Joelinton,FWD,,1,74,1979,yes
2020-21,Lakshman,rebid,Salah,Salah,MID,,,231,3077,yes
2020-21,Lakshman,rebid,De Bruyne,De Bruyne,MID,,,141,1995,yes
2020-21,Lakshman,rebid,Ward-Prowse,Ward-Prowse,MID,,,156,3420,yes
2020-21,Lakshman,rebid,Bamford,Bamford,FWD,,,194,3052,yes
2020-21,Lakshman,rebid,Patrício,Patrício,GK,,,132,3330,yes
2020-21,Lakshman,rebid,Zinchenko,Zinchenko,DEF,,,69,1473,yes
2020-21,Lakshman,rebid,Guaita,Guaita,GK,,,124,3330,yes
2020-21,Lakshman,rebid,Zouma,Zouma,DEF,,,108,2027,yes
2020-21,Lakshman,rebid,Cresswell,Cresswell,DEF,,,153,3170,yes
2020-21,Lakshman,rebid,Soucek,Soucek,MID,,,147,3420,yes
2020-21,Milo,auction,Mané,Mané,MID,,425,176,2808,yes
2020-21,Milo,auction,Fernandes,Fernandes,MID,,425,244,3101,yes
2020-21,Milo,rebid,Salah,Salah,MID,,400,231,3077,yes
2020-21,Milo,rebid,De Bruyne,De Bruyne,MID,,400,141,1995,yes
2020-21,Milo,rebid,Wilson,Wilson,FWD,,350,134,2081,yes
2020-21,Milo,auction,Werner,Werner,FWD,,250,128,2598,yes
2020-21,Milo,rebid,Cavani,Cavani,FWD,,250,99,1364,yes
2020-21,Milo,rebid,Costa,Costa,MID,,150,63,1150,yes
2020-21,Milo,rebid,Digne,Digne,DEF,,140,120,2681,yes
2020-21,Milo,rebid,Coady,Coady,DEF,,40,106,3303,yes
2020-21,Milo,rebid,Cavani,Cavani,FWD,,25,99,1364,yes
2020-21,Milo,auction,Maddison,Maddison,MID,,10,133,2093,yes
2020-21,Milo,auction,Traoré,Traoré,MID,,10,94,2640,yes
2020-21,Milo,auction,Ramsdale,Ramsdale,GK,,6,123,3420,yes
2020-21,Milo,auction,Haller,Haller,FWD,,5,41,932,yes
2020-21,Milo,auction,de Gea,de Gea,GK,,5,91,2295,yes
2020-21,Milo,auction,Boly,Boly,DEF,,5,68,1879,yes
2020-21,Milo,auction,Lundstram,Lundstram,MID,,5,48,2027,yes
2020-21,Milo,auction,Shaw,Shaw,DEF,,5,124,2653,yes
2020-21,Milo,auction,Lindelöf,Lindelöf,DEF,,5,102,2585,yes
2020-21,Milo,auction,Mee,Mee,DEF,,1,102,2693,yes
2020-21,Milo,auction,O'Connell,O'Connell,DEF,,1,3,180,yes
2020-21,Milo,auction,Zohore,Zohore,FWD,,1,0,0,yes
2020-21,Milo,rebid,Mané,Mané,MID,,,176,2808,yes
2020-21,Milo,rebid,Fernandes,Fernandes,MID,,,244,3101,yes
2020-21,Milo,rebid,Digne,Digne,DEF,,,120,2681,yes
2020-21,Milo,rebid,Boly,Boly,DEF,,,68,1879,yes
2020-21,Milo,rebid,Armstrong,Armstrong,MID,,,115,2764,yes
2020-21,Milo,rebid,Callum Robinson,Callum Robinson,FWD,,,79,1552,yes
2020-21,Milo,rebid,Darlow,Darlow,GK,,,80,2250,yes
2020-21,Milo,rebid,Keane,Keane,DEF,,,127,2989,yes
2020-21,Milo,rebid,Lindelöf,Lindelöf,DEF,,,102,2585,yes
2020-21,Milo,rebid,March,March,MID,,,69,1670,yes
2020-21,Milo,rebid,Wilson,Wilson,FWD,,,134,2081,yes
2020-21,Robbie,auction,Agüero,Agüero,FWD,,400,38,554,yes
2020-21,Robbie,rebid,Ings,Ings,FWD,,400,131,2172,yes
2020-21,Robbie,rebid,Jiménez,Jiménez,FWD,,400,43,824,yes
2020-21,Robbie,rebid,Sigurdsson,Sigurdsson,MID,,375,122,2244,yes
2020-21,Robbie,auction,Jiménez,Jiménez,FWD,,340,43,824,yes
2020-21,Robbie,rebid,Mount,Mount,MID,,325,147,2887,yes
2020-21,Robbie,rebid,Saka,Saka,MID,,300,114,2554,yes
2020-21,Robbie,rebid,Jota,Jota,MID,,280,86,1106,yes
2020-21,Robbie,rebid,Pope,Pope,GK,,160,144,2880,yes
2020-21,Robbie,rebid,Tierney,Tierney,DEF,,160,96,2299,yes
2020-21,Robbie,rebid,Alderweireld,Alderweireld,DEF,,160,88,2240,yes
2020-21,Robbie,auction,Ings,Ings,FWD,,130,131,2172,yes
2020-21,Robbie,auction,Azpilicueta,Azpilicueta,DEF,,100,113,2187,yes
2020-21,Robbie,rebid,Foden,Foden,MID,,100,135,1607,yes
2020-21,Robbie,rebid,Walcott,Walcott,MID,,90,76,1629,yes
2020-21,Robbie,auction,Willian,Willian,MID,,80,78,1398,yes
2020-21,Robbie,rebid,Holgate,Holgate,DEF,,80,80,2286,yes
2020-21,Robbie,auction,Tierney,Tierney,DEF,,45,96,2299,yes
2020-21,Robbie,rebid,Eze,Eze,MID,,41,125,2555,yes
2020-21,Robbie,auction,Pope,Pope,GK,,25,144,2880,yes
2020-21,Robbie,auction,Stevens,Stevens,DEF,,5,56,2700,yes
2020-21,Robbie,auction,Alderweireld,Alderweireld,DEF,,5,88,2240,yes
2020-21,Robbie,rebid,Maddison,Maddison,MID,,,133,2093,yes
2020-21,Robbie,rebid,Konsa,Konsa,DEF,,,119,3195,yes
2020-21,Robbie,rebid,Lacazette,Lacazette,FWD,,,129,1916,yes
2020-21,Robbie,rebid,Maddison,Maddison,MID,,,133,2093,yes
2020-21,Robbie,rebid,Walcott,Walcott,MID,,,76,1629,yes
2020-21,Robbie,rebid,Tierney,Tierney,DEF,,,96,2299,yes
2020-21,Robbie,rebid,Alderweireld,Alderweireld,DEF,,,88,2240,yes
2020-21,Robbie,rebid,Lloris,Lloris,GK,,,149,3420,yes
2020-21,Robbie,rebid,Konsa,Konsa,DEF,,,119,3195,yes
2020-21,Robbie,rebid,Mendy,Mendy,GK,,,140,2745,yes
2020-21,Robbie,rebid,Dias,Dias,DEF,,,142,2843,yes
2020-21,Trent,rebid,Bale,Bale,MID,,450,113,912,yes
2020-21,Trent,rebid,Aubameyang,Aubameyang,MID,,400,131,2330,yes
2020-21,Trent,rebid,Vardy,Vardy,FWD,,400,187,2838,yes
2020-21,Trent,rebid,Jesus,Jesus,FWD,,400,115,2056,yes
2020-21,Trent,auction,Firmino,Firmino,FWD,,300,141,2837,yes
2020-21,Trent,auction,Kane,Kane,FWD,,250,242,3083,yes
2020-21,Trent,auction,Rashford,Rashford,MID,,250,174,2917,yes
2020-21,Trent,rebid,Aubameyang,Aubameyang,MID,,250,131,2330,yes
2020-21,Trent,rebid,Alexander-Arnold,Alexander-Arnold,DEF,,200,160,3029,yes
2020-21,Trent,rebid,Zaha,Zaha,MID,,200,136,2612,yes
2020-21,Trent,rebid,Abraham,Abraham,FWD,,175,69,1031,yes
2020-21,Trent,auction,Richarlison,Richarlison,FWD,,110,123,2862,yes
2020-21,Trent,rebid,El Ghazi,El Ghazi,MID,,110,111,1604,yes
2020-21,Trent,rebid,Baldock,Baldock,DEF,,90,63,2787,yes
2020-21,Trent,rebid,Antonio,Antonio,FWD,,80,118,1972,yes
2020-21,Trent,rebid,Pereira,Pereira,MID,,80,153,2574,yes
2020-21,Trent,auction,Ziyech,Ziyech,MID,,60,70,1164,yes
2020-21,Trent,auction,Söyüncü,Söyüncü,DEF,,20,59,1816,yes
2020-21,Trent,rebid,Doherty,Doherty,DEF,,10,47,1238,yes
2020-21,Trent,rebid,Gündogan,Gündogan,MID,,10,157,2025,yes
2020-21,Trent,rebid,Leno,Leno,GK,,10,131,3131,yes
2020-21,Trent,rebid,Mee,Mee,DEF,,10,102,2693,yes
2020-21,Trent,rebid,Bertrand,Bertrand,DEF,,10,78,2598,yes
2020-21,Trent,rebid,Adarabioyo,Adarabioyo,DEF,,10,100,2953,yes
2020-21,Trent,auction,Mendy,Mendy,DEF,,5,63,951,yes
2020-21,Trent,auction,Saka,Saka,MID,,5,114,2554,yes
2020-21,Trent,blind,Meslier,Meslier,GK,,5,154,3150,yes
2020-21,Trent,blind,Pickford,Pickford,GK,,5,114,2742,yes
2020-21,Trent,blind,Ayling,Ayling,DEF,,5,100,3399,yes
2020-21,Trent,blind,Basham,Basham,DEF,,1,51,2576,yes
2020-21,Trent,blind,Bellerín,Bellerín,DEF,,1,94,2089,yes
2020-21,Trent,blind,Pereira,Pereira,MID,,1,153,2574,yes
2020-21,Trent,blind,Phillips,Phillips,MID,,1,67,2428,yes
2020-21,Trent,rebid,Kane,Kane,FWD,,,242,3083,yes
2020-21,Trent,rebid,Rashford,Rashford,MID,,,174,2917,yes
2020-21,Trent,rebid,Antonio,Antonio,FWD,,,118,1972,yes
2020-21,Trent,rebid,Mina,Mina,DEF,,,79,1936,yes
2020-21,Trent,rebid,Klich,Klich,MID,,,99,2386,yes
2020-21,Trent,rebid,McCarthy,McCarthy,GK,,,94,2700,yes
2021-22,Chris,settled,Kane,Kane,FWD,,1300,192,3231,yes
2021-22,Chris,settled,Ronaldo,Ronaldo,FWD,,1100,159,2454,yes
2021-22,Chris,settled,Lukaku,Lukaku,FWD,,800,87,1583,yes
2021-22,Chris,settled,Sterling,Sterling,MID,,600,163,2121,yes
2021-22,Chris,settled,Gallagher,Gallagher,MID,,142,140,2843,yes
2021-22,Chris,settled,Thiago Silva,Thiago Silva,DEF,,106,130,2649,yes
2021-22,Chris,settled,Coutinho,Coutinho,MID,,100,83,1327,yes
2021-22,Chris,settled,Coady,Coady,DEF,,56,138,3361,yes
2021-22,Chris,settled,Matip,Matip,DEF,,24,170,2790,yes
2021-22,Chris,settled,Ederson,Ederson,GK,,20,155,3330,yes
2021-22,Chris,settled,Pickford,Pickford,GK,,18,116,3150,yes
2021-22,Chris,settled,Saiss,Saïss,DEF,,18,109,2706,yes
2021-22,Chris,settled,Alonso,Alonso,DEF,,10,128,2164,yes
2021-22,Chris,settled,Lucas Moura,Lucas Moura,MID,,10,87,1763,yes
2021-22,Chris,settled,Smith Rowe,Smith Rowe,MID,,10,125,1909,yes
2021-22,Damien,settled,Vardy,Vardy,FWD,,640,133,1801,yes
2021-22,Damien,settled,Bowen,Bowen,MID,,452,206,2987,yes
2021-22,Damien,settled,Mahrez,Mahrez,MID,,400,135,1485,yes
2021-22,Damien,settled,Grealish,Grealish,MID,,400,86,1910,yes
2021-22,Damien,settled,Curcurella,Cucurella,DEF,,226,126,3089,yes
2021-22,Damien,settled,Lloris,Lloris,GK,,182,158,3420,yes
2021-22,Damien,settled,Cresswell,Cresswell,DEF,,106,115,2726,yes
2021-22,Damien,settled,White,White,DEF,,102,107,2880,yes
2021-22,Damien,settled,SÃ¡,Sá,GK,,101,146,3285,yes
2021-22,Damien,settled,Sancho,Sancho,MID,,100,91,1894,yes
2021-22,Damien,settled,GÃ¼ndogan,Gündogan,MID,,50,124,1851,yes
2021-22,Damien,settled,Wilson,Wilson,FWD,,50,75,1386,yes
2021-22,Damien,settled,Guehi,Guéhi,DEF,,10,123,3222,yes
2021-22,Damien,settled,Jansson,Jansson,DEF,,10,122,3321,yes
2021-22,Damien,settled,Toney,Toney,FWD,,10,139,2908,yes
2021-22,Doug,settled,KDB,De Bruyne,MID,,1400,196,2196,yes
2021-22,Doug,settled,Bernardo,Bernardo,MID,,950,155,2856,yes
2021-22,Doug,settled,Maddison,Maddison,MID,,800,181,2454,yes
2021-22,Doug,settled,Mendy (chelsea),Mendy,GK,,210,130,3060,yes
2021-22,Doug,settled,Walker,Walker,DEF,,50,85,1755,yes
2021-22,Doug,settled,Pope,Pope,GK,,20,130,3240,yes
2021-22,Doug,settled,ReguilÃ³n,Reguilón,DEF,,20,104,1914,yes
2021-22,Doug,settled,Trossard,Trossard,MID,,20,141,2803,yes
2021-22,Doug,settled,Mings,Mings,DEF,,20,118,3188,yes
2021-22,Doug,settled,Pukki,Pukki,FWD,,20,142,3253,yes
2021-22,Doug,settled,Livramento,Livramento,DEF,,10,80,2200,yes
2021-22,Doug,settled,Marcal,Marçal,DEF,,10,67,1448,yes
2021-22,Doug,settled,Struijk,Struijk,DEF,,10,35,2050,yes
2021-22,Doug,settled,Van De Beek,van de Beek,MID,,10,31,550,yes
2021-22,Doug,settled,Broja,Broja,FWD,,10,92,1969,yes
2021-22,Jonno,settled,Son,Son,MID,,1000,258,3009,yes
2021-22,Jonno,settled,Jiminez,Jiménez,FWD,,150,101,2630,yes
2021-22,Jonno,settled,Gabriel,Gabriel,DEF,,101,146,3063,yes
2021-22,Jonno,settled,Ziyech,Ziyech,MID,,100,79,1311,yes
2021-22,Jonno,settled,Sanchez (Spurs),Sánchez,DEF,,25,93,1626,yes
2021-22,Jonno,settled,Cash,Cash,DEF,,20,147,3377,yes
2021-22,Jonno,settled,Semedo,Semedo,DEF,,18,94,2131,yes
2021-22,Jonno,settled,Martinez,Martínez,GK,,11,129,3240,yes
2021-22,Jonno,settled,Zaha,Zaha,MID,,11,150,2759,yes
2021-22,Jonno,settled,Tielemens,Tielemans,MID,,11,120,2629,yes
2021-22,Jonno,settled,Eduard,Edouard,FWD,,11,87,1554,yes
2021-22,Jonno,settled,Schmeichel,Schmeichel,GK,,10,131,3330,yes
2021-22,Jonno,settled,Maguire,Maguire,DEF,,10,69,2513,yes
2021-22,Jonno,settled,Harrison,Harrison,MID,,10,117,2638,yes
2021-22,Jonno,settled,King,King,FWD,,10,87,2244,yes
2021-22,Lakshman,settled,Alexander-Arnold,Alexander-Arnold,DEF,,1450,208,2853,yes
2021-22,Lakshman,settled,Jota,Jota,MID,,400,175,2357,yes
2021-22,Lakshman,settled,James,James,DEF,,310,141,1863,yes
2021-22,Lakshman,settled,Rashford,Rashford,MID,,300,63,1224,yes
2021-22,Lakshman,settled,Firmino,Firmino,FWD,,200,62,980,yes
2021-22,Lakshman,settled,Ings,Ings,FWD,,150,106,1891,yes
2021-22,Lakshman,settled,van Dijk,van Dijk,DEF,,144,183,3060,yes
2021-22,Lakshman,settled,Guaita,Guaita,GK,,20,119,2655,yes
2021-22,Lakshman,settled,SÃ¡nchez,Sánchez,GK,,20,126,3330,yes
2021-22,Lakshman,settled,Azpilicueta,Azpilicueta,DEF,,20,87,2067,yes
2021-22,Lakshman,settled,Mitchell,Mitchell,DEF,,10,109,3101,yes
2021-22,Lakshman,settled,Moutinho,Moutinho,MID,,10,96,2970,yes
2021-22,Lakshman,settled,Mbeumo,Mbeumo,MID,,10,119,2905,yes
2021-22,Lakshman,settled,Rodrigo,Rodrigo,MID,,10,127,2884,yes
2021-22,Lakshman,settled,Jesus,Jesus,FWD,,10,120,1871,yes
2021-22,Milo,settled,Salah,Salah,MID,,2000,265,2758,yes
2021-22,Milo,settled,Laporte,Laporte,DEF,,501,160,2830,yes
2021-22,Milo,settled,Watkins,Watkins,FWD,,450,131,2950,yes
2021-22,Milo,settled,Sarr,Sarr,MID,,102,81,1862,yes
2021-22,Milo,settled,Bamford,Bamford,FWD,,100,28,557,yes
2021-22,Milo,settled,"Barnes, Harvey",Barnes,MID,,50,137,2095,yes
2021-22,Milo,settled,Dunk,Dunk,DEF,,10,92,2573,yes
2021-22,Milo,settled,Bednarek,Bednarek,DEF,,10,94,2629,yes
2021-22,Milo,settled,Kilman,Kilman,DEF,,10,106,2688,yes
2021-22,Milo,settled,Dennis,Dennis,FWD,,10,134,2579,yes
2021-22,Milo,settled,Fabianski,Fabianski,GK,,1,136,3330,yes
2021-22,Milo,settled,Dubravka,Dubravka,GK,,1,96,2340,yes
2021-22,Milo,settled,Dier,Dier,DEF,,1,132,3071,yes
2021-22,Milo,settled,Ward-Prowse,Ward-Prowse,MID,,1,159,3215,yes
2021-22,Milo,settled,Jorginho,Jorginho,MID,,1,106,2271,yes
2021-22,Robbie,settled,Mane,Mané,MID,,1000,183,2818,yes
2021-22,Robbie,settled,Antonio,Antonio,FWD,,800,140,2975,yes
2021-22,Robbie,settled,Robertson,Robertson,DEF,,700,186,2537,yes
2021-22,Robbie,settled,Alisson,Alisson,GK,,446,176,3240,yes
2021-22,Robbie,settled,Raphinha,Raphinha,MID,,402,145,2916,yes
2021-22,Robbie,settled,Dias,Dias,DEF,,344,141,2401,yes
2021-22,Robbie,settled,BuendÃ­a,Buendía,MID,,302,107,1887,yes
2021-22,Robbie,settled,Calvert-Lewin,Calvert-Lewin,FWD,,200,64,1281,yes
2021-22,Robbie,settled,De Gea,de Gea,GK,,142,132,3420,yes
2021-22,Robbie,settled,Coufal,Coufal,DEF,,102,70,2207,yes
2021-22,Robbie,settled,Maupay,Maupay,FWD,,56,98,2269,yes
2021-22,Robbie,settled,RÃ¼diger,Rüdiger,DEF,,20,150,3035,yes
2021-22,Robbie,settled,Tierney,Tierney,DEF,,20,106,1916,yes
2021-22,Robbie,settled,Benrahma,Benrahma,MID,,20,138,2162,yes
2021-22,Robbie,settled,D.Gray,Gray,MID,,20,106,2336,yes
2021-22,Trent,settled,Fernandez,Fernandes,MID,,1700,151,3110,yes
2021-22,Trent,settled,Mount,Mount,MID,,800,169,2358,yes
2021-22,Trent,settled,Lacazette,Lacazette,FWD,,450,90,1773,yes
2021-22,Trent,settled,Richarlison,Richarlison,FWD,,350,125,2522,yes
2021-22,Trent,settled,Ramsdale,Ramsdale,GK,,201,135,3060,yes
2021-22,Trent,settled,Digne,Digne,DEF,,162,83,2440,yes
2021-22,Trent,settled,Cancelo,Cancelo,DEF,,154,201,3227,yes
2021-22,Trent,settled,Saka,Saka,MID,,102,179,2978,yes
2021-22,Trent,settled,Foden,Foden,MID,,100,137,2125,yes
2021-22,Trent,settled,Trippier,Trippier,DEF,,50,28,429,yes
2021-22,Trent,settled,Daka,Daka,FWD,,50,70,1152,yes
2021-22,Trent,settled,Tomiyasu,Tomiyasu,DEF,,22,75,1680,yes
2021-22,Trent,settled,Martinelli,Martinelli,MID,,20,110,1855,yes
2021-22,Trent,settled,Alt Nouri,Ait Nouri,DEF,,10,87,1826,yes
2021-22,Trent,settled,Foster,Foster,GK,,4,81,2340,yes
2023-24,Damien,live,Haaland,Haaland,FWD,,2600,217,2553,yes
2023-24,Damien,live,Mitrovic,Mitrović,FWD,,700,1,32,yes
2023-24,Damien,live,Diogo Jota,Diogo J.,MID,,400,110,1141,yes
2023-24,Damien,live,Trippier,Trippier,DEF,,400,111,2235,yes
2023-24,Damien,live,Alisson,A.Becker,GK,,300,107,2520,yes
2023-24,Damien,live,Gross,Gross,MID,,150,153,3112,yes
2023-24,Damien,blind,Mac Allister,Mac Allister,MID,,61,109,2600,yes
2023-24,Damien,blind,Schar,Schär,DEF,,61,123,3055,yes
2023-24,Damien,live,Almiron,Almirón,MID,,50,77,1930,yes
2023-24,Damien,blind,Rice,Rice,MID,,21,165,3225,yes
2023-24,Damien,blind,Rodrigo,Rodrigo,MID,,21,159,2931,yes
2023-24,Darryl,live,Salah,Salah,MID,,2000,211,2531,yes
2023-24,Darryl,live,Maddison,Maddison,MID,,900,117,2137,yes
2023-24,Darryl,live,Havertz,Havertz,MID,,500,180,2627,yes
2023-24,Darryl,live,Bowen,Bowen,MID,,400,182,3020,yes
2023-24,Darryl,blind,Hojlund,Højlund,FWD,,301,112,2156,yes
2023-24,Darryl,blind,Gabriel,Gabriel,DEF,,201,149,3042,yes
2023-24,Darryl,blind,Estupinan,Estupiñan,DEF,,151,57,1242,yes
2023-24,Darryl,blind,James,James,DEF,,151,11,416,yes
2023-24,Darryl,blind,Stones,Stones,DEF,,151,53,1061,yes
2023-24,Darryl,live,Pope,Pope,GK,,150,57,1345,yes
2023-24,Darryl,blind,Wissa,Wissa,FWD,,101,131,2488,yes
2023-24,Darryl,blind,Welbeck,Welbeck,FWD,,51,79,1687,yes
2023-24,Jonno,live,De Bruyne,De Bruyne,MID,,1900,98,1219,yes
2023-24,Jonno,live,Martinelli,Martinelli,MID,,700,118,2010,yes
2023-24,Jonno,live,N.Jackson,N.Jackson,FWD,,700,142,2801,yes
2023-24,Jonno,live,Grealish,Grealish,MID,,400,50,998,yes
2023-24,Jonno,live,Mitoma,Mitoma,MID,,400,74,1485,yes
2023-24,Jonno,blind,VAN DIJK,Virgil,DEF,,185,117,3177,yes
2023-24,Jonno,live,Solanke,Solanke,FWD,,150,175,3325,yes
2023-24,Jonno,live,Barnes,Barnes,MID,,150,64,788,yes
2023-24,Jonno,blind,Saliba,Saliba,DEF,,90,164,3420,yes
2023-24,Lakshman,live,Saka,Saka,MID,,1200,226,2922,yes
2023-24,Lakshman,live,Wilson,Wilson,MID,,900,94,1603,yes
2023-24,Lakshman,live,Alexander Arnold,Alexander-Arnold,DEF,,800,122,2153,yes
2023-24,Lakshman,live,Mount,Mount,MID,,500,23,509,yes
2023-24,Lakshman,live,Robertson,Robertson,DEF,,450,76,1689,yes
2023-24,Lakshman,live,Sterling,Sterling,MID,,400,123,1972,yes
2023-24,Lakshman,live,Mbeumo,Mbeumo,MID,,400,127,1957,yes
2023-24,Lakshman,blind,Vicario,Vicario,GK,,126,112,3420,yes
2023-24,Lakshman,live,Gakpo,Gakpo,FWD,,100,106,1633,yes
2023-24,Milo,live,Rashford,Rashford,MID,,2200,108,2264,yes
2023-24,Milo,live,Fernandes,B.Fernandes,MID,,1800,166,3118,yes
2023-24,Milo,live,Trossard,Trossard,MID,,300,138,1633,yes
2023-24,Milo,blind,Timber,J.Timber,DEF,,150,0,70,yes
2023-24,Milo,live,J.Alvarez,J.Alvarez,FWD,,150,158,2644,yes
2023-24,Milo,live,Awoniyi,Awoniyi,FWD,,150,67,1036,yes
2023-24,Milo,blind,Onana,Onana,GK,,100,133,3420,yes
2023-24,Milo,live,Bernado Silva,Bernardo,MID,,100,141,2576,yes
2023-24,Milo,blind,Raya,Raya,GK,,7,135,2880,yes
2023-24,Robbie,live,Odegaard,Ødegaard,MID,,1100,186,3098,yes
2023-24,Robbie,live,Watkins,Watkins,FWD,,900,228,3222,yes
2023-24,Robbie,live,Luis Diaz,Luis Díaz,MID,,500,142,2625,yes
2023-24,Robbie,live,Darwin,Darwin,FWD,,400,132,2033,yes
2023-24,Robbie,blind,Chilwell,Chilwell,DEF,,350,24,752,yes
2023-24,Robbie,blind,Shaw,Shaw,DEF,,350,31,960,yes
2023-24,Robbie,live,Eze,Eze,MID,,350,136,2054,yes
2023-24,Robbie,live,Ederson,Ederson M.,GK,,300,112,2785,yes
2023-24,Robbie,blind,Porro,Pedro Porro,DEF,,250,136,3090,yes
2023-24,Robbie,blind,Botman,Botman,DEF,,200,51,1375,yes
2023-24,Robbie,live,Antony,Antony,MID,,100,47,1311,yes
2023-24,Robbie,blind,Ben White*,White,DEF,,1,182,2987,yes
2023-24,Seb,live,Son,Son,MID,,1700,213,2934,yes
2023-24,Seb,live,Foden,Foden,MID,,700,230,2860,yes
2023-24,Seb,live,Szoboszlai,Szoboszlai,MID,,700,99,2102,yes
2023-24,Seb,live,Nkunku,Nkunku,FWD,,600,29,437,yes
2023-24,Seb,live,Ramsdale,Ramsdale,GK,,300,20,540,yes
2023-24,Seb,live,Mudryk,Mudryk,MID,,100,94,1564,yes
2023-24,Trent,live,Kane,Kane,FWD,,2000,0,0,yes
2023-24,Trent,live,Jesus,G.Jesus,FWD,,1200,85,1470,yes
2023-24,Trent,live,Isak,Isak,FWD,,700,172,2253,yes
2023-24,Trent,live,Martinez,Martinez,GK,,150,115,3015,yes
2023-24,Trent,live,March,March,MID,,150,39,555,yes
2023-24,Trent,blind,Gibbs White,Gibbs-White,MID,,101,142,3156,yes
