season,manager,phase,player_raw,player,pos,team,price,fpl_points,fpl_minutes,matched
2023-24,Trent,blind,Wilcock,Willock,MID,,61,18,415,yes
2023-24,Trent,blind,DanJuma,Danjuma,MID,,51,26,587,yes
2023-24,Trent,blind,Enciso,Enciso,MID,,51,20,468,yes
2023-24,Trent,blind,Olise,Olise,MID,,51,125,1272,yes
2023-24,Trent,blind,Roberts,Roberts,DEF,,51,12,817,yes
2023-24,Trent,blind,Ahmedhodzic,Ahmedhodžić,DEF,,5,31,2649,yes
2023-24,Trent,blind,Enzo Fernandez,Enzo,MID,,5,77,2208,yes
2023-24,Trent,blind,Johnston (CP),Johnstone,GK,,5,68,1796,yes
2025-26,Darryl,auction,Wood,Wood,FWD,NFO,399,41,896,yes
2025-26,Darryl,auction,Watkins,Watkins,FWD,AVL,275,167,2833,yes
2025-26,Darryl,auction,Wissa,Wissa,FWD,NEW,251,27,517,yes
2025-26,Darryl,auction,Ã˜degaard,Ødegaard,MID,ARS,200,74,1363,yes
2025-26,Darryl,auction,Gakpo,Gakpo,MID,LIV,175,131,2736,yes
2025-26,Darryl,auction,Gordon,Gordon,MID,NEW,150,101,1798,yes
2025-26,Darryl,auction,Romero,Romero,DEF,TOT,65,91,1869,yes
2025-26,Darryl,auction,Frimpong,Frimpong,DEF,LIV,60,63,1032,yes
2025-26,Darryl,auction,Tarkowski,Tarkowski,DEF,EVE,50,170,3330,yes
2025-26,Darryl,auction,SchÃ¤r,Schär,DEF,NEW,50,51,1089,yes
2025-26,Darryl,auction,SÃ¡nchez,Sánchez,GK,CHE,40,113,3040,yes
2025-26,Darryl,auction,Johnson,Johnson,MID,CRY,25,65,1710,yes
2025-26,Darryl,auction,MilenkoviÄ‡,Milenković,DEF,NFO,10,119,3375,yes
2025-26,Darryl,auction,Sels,Sels,GK,NFO,5,105,2667,yes
2025-26,Darryl,auction,Gibbs-White,Gibbs-White,MID,NFO,1,188,3101,yes
2025-26,Dom,auction,Haaland,Haaland,FWD,MCI,950,239,2953,yes
2025-26,Dom,auction,Donnarumma,Donnarumma,GK,MCI,190,135,3060,yes
2025-26,Dom,auction,Calafiori,Calafiori,DEF,ARS,130,109,1697,yes
2025-26,Dom,auction,AÃ¯t-Nouri,Aït-Nouri,DEF,MCI,110,60,971,yes
2025-26,Dom,auction,Grealish,Grealish,MID,EVE,110,79,1627,yes
2025-26,Dom,auction,Thiago,Thiago,FWD,BRE,90,181,3282,yes
2025-26,Dom,auction,MuÃ±oz,Muñoz,DEF,CRY,80,136,2400,yes
2025-26,Dom,auction,Enzo,Enzo,MID,CHE,70,157,3114,yes
2025-26,Dom,auction,Senesi,Senesi,DEF,BOU,50,175,3288,yes
2025-26,Dom,auction,Mitoma,Mitoma,MID,BHA,50,62,1714,yes
2025-26,Dom,auction,Burn,Burn,DEF,NEW,25,93,2195,yes
2025-26,Dom,auction,Evanilson,Evanilson,FWD,BOU,25,115,2741,yes
2025-26,Dom,auction,Tavernier,Tavernier,MID,BOU,10,137,2732,yes
2025-26,Dom,auction,Caicedo,Caicedo,MID,CHE,10,110,2796,yes
2025-26,Dom,auction,Roefs,Roefs,GK,SUN,5,136,3150,yes
2025-26,Lakshman,auction,Palmer,Palmer,MID,CHE,800,114,1954,yes
2025-26,Lakshman,auction,B.Fernandes,B.Fernandes,MID,MUN,525,235,3065,yes
2025-26,Lakshman,auction,JoÃ£o Pedro,João Pedro,FWD,CHE,450,177,2658,yes
2025-26,Lakshman,auction,Pope,Pope,GK,NEW,60,96,2416,yes
2025-26,Lakshman,auction,Elanga,Elanga,MID,NEW,50,48,1302,yes
2025-26,Lakshman,auction,Martinelli,Martinelli,MID,ARS,30,57,1065,yes
2025-26,Lakshman,auction,Richarlison,Richarlison,FWD,TOT,30,119,1954,yes
2025-26,Lakshman,auction,Diouf,Diouf,DEF,WHU,10,104,2706,yes
2025-26,Lakshman,auction,Reijnders,Reijnders,MID,MCI,10,92,1623,yes
2025-26,Lakshman,auction,Welbeck,Welbeck,FWD,BHA,10,126,2249,yes
2025-26,Lakshman,auction,Ballard,Ballard,DEF,SUN,5,116,2144,yes
2025-26,Lakshman,auction,Richards,Richards,DEF,CRY,5,128,2825,yes
2025-26,Lakshman,auction,Rodon,Rodon,DEF,LEE,5,109,2952,yes
2025-26,Lakshman,auction,Van de Ven,Van de Ven,DEF,TOT,5,116,3041,yes
2025-26,Lakshman,auction,Perri,Perri,GK,LEE,1,43,1440,yes
2025-26,Mayoori,auction,Isak,Isak,FWD,LIV,800,41,694,yes
2025-26,Mayoori,auction,Bowen,Bowen,FWD,WHU,225,187,3406,yes
2025-26,Mayoori,auction,Virgil,Virgil,DEF,LIV,170,175,3420,yes
2025-26,Mayoori,auction,Gvardiol,Gvardiol,DEF,MCI,120,79,1370,yes
2025-26,Mayoori,auction,Raya,Raya,GK,ARS,110,162,3330,yes
2025-26,Mayoori,auction,A.Becker,A.Becker,GK,LIV,100,91,2340,yes
2025-26,Mayoori,auction,Anthony,Anthony,MID,BUR,100,127,2717,yes
2025-26,Mayoori,auction,Gabriel,Gabriel,DEF,ARS,90,209,2750,yes
2025-26,Mayoori,auction,Kudus,Kudus,MID,TOT,80,75,1535,yes
2025-26,Mayoori,auction,Szoboszlai,Szoboszlai,MID,LIV,70,160,3232,yes
2025-26,Mayoori,auction,Foden,Foden,MID,MCI,50,131,2078,yes
2025-26,Mayoori,auction,James,James,DEF,CHE,20,115,1957,yes
2025-26,Mayoori,auction,Georginio,Georginio,MID,BHA,20,87,1776,yes
2025-26,Mayoori,auction,Kerkez,Kerkez,DEF,LIV,10,85,2251,yes
2025-26,Mayoori,auction,Foster,Foster,FWD,BUR,1,58,1361,yes
2025-26,Milo,auction,M.Salah,M.Salah,MID,LIV,1000,123,2144,yes
2025-26,Milo,auction,Cunha,Cunha,MID,MUN,225,143,2493,yes
2025-26,Milo,auction,EkitikÃ©,Ekitiké,FWD,LIV,150,125,1797,yes
2025-26,Milo,auction,Lacroix,Lacroix,DEF,CRY,115,154,3085,yes
2025-26,Milo,auction,Havertz,Havertz,FWD,ARS,100,36,577,yes
2025-26,Milo,auction,Vicario,Vicario,GK,TOT,95,90,2790,yes
2025-26,Milo,auction,J.Timber,J.Timber,DEF,ARS,80,149,2452,yes
2025-26,Milo,auction,Å eÅ¡ko,Šeško,FWD,MUN,75,111,1630,yes
2025-26,Milo,auction,Mitchell,Mitchell,DEF,CRY,45,135,3253,yes
2025-26,Milo,auction,Schade,Schade,MID,BRE,25,125,2744,yes
2025-26,Milo,auction,Sarr,Sarr,MID,CRY,10,117,2173,yes
2025-26,Milo,auction,L.PaquetÃ¡,L.Paquetá,MID,WHU,10,69,1513,yes
2025-26,Milo,auction,DÃºbravka,Dúbravka,GK,BUR,5,96,3150,yes
2025-26,Milo,auction,Gudmundsson,Gudmundsson,DEF,LEE,5,68,2637,yes
2025-26,Milo,auction,Van den Berg,Van den Berg,DEF,BRE,5,113,2761,yes
2025-26,Robbie,auction,GyÃ¶keres,Gyökeres,FWD,ARS,425,128,2217,yes
2025-26,Robbie,auction,Mbeumo,Mbeumo,MID,MUN,400,148,2611,yes
2025-26,Robbie,auction,Mateta,Mateta,FWD,CRY,200,114,2210,yes
2025-26,Robbie,auction,Rogers,Rogers,MID,AVL,125,169,3280,yes
2025-26,Robbie,auction,Eze,Eze,MID,ARS,125,113,1885,yes
2025-26,Robbie,auction,Chalobah,Chalobah,DEF,CHE,120,136,2780,yes
2025-26,Robbie,auction,O.Dango,O.Dango,MID,BRE,120,136,2271,yes
2025-26,Robbie,auction,Saliba,Saliba,DEF,ARS,100,137,2614,yes
2025-26,Robbie,auction,Pedro Porro,Pedro Porro,DEF,TOT,90,117,2793,yes
2025-26,Robbie,auction,Ndiaye,Ndiaye,MID,EVE,90,128,2781,yes
2025-26,Robbie,auction,Livramento,Livramento,DEF,NEW,85,59,1326,yes
2025-26,Robbie,auction,Kolo Muani,Kolo Muani,FWD,TOT,75,52,1655,yes
2025-26,Robbie,auction,Henderson,Henderson,GK,CRY,30,131,3330,yes
2025-26,Robbie,auction,Martinez,Martinez,GK,AVL,1,120,2835,yes
2025-26,Robbie,auction,Stones,Stones,DEF,MCI,1,16,436,yes
2025-26,Sara,auction,Saka,Saka,MID,ARS,700,157,2218,yes
2025-26,Sara,auction,Wirtz,Wirtz,MID,LIV,375,125,2374,yes
2025-26,Sara,auction,Semenyo,Semenyo,MID,MCI,200,202,3200,yes
2025-26,Sara,auction,Solanke,Solanke,FWD,TOT,175,40,997,yes
2025-26,Sara,auction,Cucurella,Cucurella,DEF,CHE,130,104,2706,yes
2025-26,Sara,auction,GuÃ©hi,Guéhi,DEF,MCI,95,179,3150,yes
2025-26,Sara,auction,Pickford,Pickford,GK,EVE,80,135,3420,yes
2025-26,Sara,auction,Isidor,Isidor,FWD,SUN,60,74,1148,yes
2025-26,Sara,auction,KonatÃ©,Konaté,DEF,LIV,50,129,3090,yes
2025-26,Sara,auction,Rice,Rice,MID,ARS,30,184,3093,yes
2025-26,Sara,auction,DiakitÃ©,Diakité,DEF,BOU,10,46,1275,yes
2025-26,Sara,auction,Rodrigo,Rodrigo,MID,MCI,10,69,1510,yes
2025-26,Sara,auction,Wilson,Wilson,FWD,WHU,10,80,1234,yes
2025-26,Sara,auction,Kelleher,Kelleher,GK,BRE,5,143,3330,yes
2025-26,Sara,auction,Mings,Mings,DEF,AVL,1,50,1322,yes
2026-27,Darryl,auction,B.Fernandes,B.Fernandes,MID,MUN,900,,,n/a
2026-27,Darryl,auction,Rice,Rice,MID,ARS,380,,,n/a
2026-27,Darryl,auction,Virgil,Virgil,DEF,LIV,280,,,n/a
2026-27,Darryl,auction,Calvert-Lewin,Calvert-Lewin,FWD,LEE,275,,,n/a
2026-27,Darryl,auction,O'Reilly,O'Reilly,DEF,MCI,275,,,n/a
2026-27,Darryl,auction,Rogers,Rogers,MID,CHE,210,,,n/a
2026-27,Darryl,auction,Eze,Eze,MID,ARS,60,,,n/a
2026-27,Darryl,auction,Shaw,Shaw,DEF,MUN,50,,,n/a
2026-27,Darryl,auction,Colwill,Colwill,DEF,CHE,50,,,n/a
2026-27,Darryl,auction,Anderson,Anderson,MID,MCI,30,,,n/a
2026-27,Darryl,auction,Verbruggen,Verbruggen,GK,BHA,10,,,n/a
2026-27,Darryl,auction,Brobbey,Brobbey,FWD,SUN,5,,,n/a
2026-27,Darryl,auction,Strand Larsen,Strand Larsen,FWD,CRY,5,,,n/a
2026-27,Darryl,auction,Calafiori,Calafiori,DEF,ARS,1,,,n/a
2026-27,Darryl,auction,Sánchez,Sánchez,GK,CHE,1,,,n/a
2026-27,Lakshman,auction,Haaland,Haaland,FWD,MCI,1350,,,n/a
2026-27,Lakshman,auction,João Pedro,João Pedro,FWD,CHE,540,,,n/a
2026-27,Lakshman,auction,Palmer,Palmer (CHE),MID,CHE,525,,,n/a
2026-27,Lakshman,auction,Pickford,Pickford,GK,EVE,115,,,n/a
2026-27,Lakshman,auction,Mateta,Mateta,FWD,CRY,60,,,n/a
2026-27,Lakshman,auction,Gravenberch,Gravenberch,MID,LIV,15,,,n/a
2026-27,Lakshman,auction,Schade,Schade,MID,BRE,5,,,n/a
2026-27,Lakshman,auction,Maddison,Maddison,MID,TOT,5,,,n/a
2026-27,Lakshman,auction,E.Le Fée,E.Le Fée,MID,SUN,5,,,n/a
2026-27,Lakshman,auction,Kinsky,Kinsky,GK,TOT,1,,,n/a
2026-27,Lakshman,auction,Van Hecke,Van Hecke,DEF,TOT,1,,,n/a
2026-27,Lakshman,auction,Gvardiol,Gvardiol,DEF,MCI,1,,,n/a
2026-27,Lakshman,auction,Rúben,Rúben,DEF,MCI,1,,,n/a
2026-27,Lakshman,auction,Mosquera,Mosquera,DEF,ARS,1,,,n/a
2026-27,Lakshman,auction,Hato,Hato,DEF,CHE,1,,,n/a
2026-27,Milo,auction,Gabriel,Gabriel,DEF,ARS,510,,,n/a
2026-27,Milo,auction,Semenyo,Semenyo,MID,MCI,330,,,n/a
2026-27,Milo,auction,Tarkowski,Tarkowski,DEF,EVE,280,,,n/a
2026-27,Milo,auction,Raya,Raya,GK,ARS,240,,,n/a
2026-27,Milo,auction,Guéhi,Guéhi,DEF,MCI,200,,,n/a
2026-27,Milo,auction,Lacroix,Lacroix,DEF,CRY,130,,,n/a
2026-27,Milo,auction,Sarr,Sarr,MID,CRY,105,,,n/a
2026-27,Milo,auction,Gakpo,Gakpo,MID,LIV,100,,,n/a
2026-27,Milo,auction,Senesi,Senesi,DEF,TOT,55,,,n/a
2026-27,Milo,auction,Tavernier,Tavernier,MID,BOU,50,,,n/a
2026-27,Milo,auction,Rashford,Rashford,MID,MUN,20,,,n/a
2026-27,Milo,auction,Kelleher,Kelleher,GK,BRE,15,,,n/a
2026-27,Milo,auction,Igor Jesus,Igor Jesus,FWD,NFO,10,,,n/a
2026-27,Milo,auction,N.Jackson,N.Jackson,FWD,CHE,5,,,n/a
2026-27,Milo,auction,Richarlison,Richarlison,FWD,TOT,5,,,n/a
2026-27,Raymond,auction,Szoboszlai,Szoboszlai,MID,LIV,420,,,n/a
2026-27,Raymond,auction,Enzo,Enzo,MID,CHE,380,,,n/a
2026-27,Raymond,auction,Cunha,Cunha,MID,MUN,370,,,n/a
2026-27,Raymond,auction,Gyökeres,Gyökeres,FWD,ARS,180,,,n/a
2026-27,Raymond,auction,Bruno G.,Bruno G.,MID,NEW,70,,,n/a
2026-27,Raymond,auction,Henderson,Henderson (CRY),GK,CRY,60,,,n/a
2026-27,Raymond,auction,Tielemans,Tielemans,MID,MUN,50,,,n/a
2026-27,Raymond,auction,Maguire,Maguire,DEF,MUN,50,,,n/a
2026-27,Raymond,auction,Saliba,Saliba,DEF,ARS,25,,,n/a
2026-27,Raymond,auction,Woltemade,Woltemade,FWD,NEW,15,,,n/a
2026-27,Raymond,auction,Roefs,Roefs,GK,SUN,15,,,n/a
2026-27,Raymond,auction,Keane,Keane,DEF,EVE,10,,,n/a
2026-27,Raymond,auction,McBurnie,McBurnie,FWD,HUL,1,,,n/a
2026-27,Raymond,auction,Thomas,Thomas,DEF,COV,1,,,n/a
2026-27,Raymond,auction,Kayode,Kayode,DEF,BRE,1,,,n/a
2026-27,Robbie,auction,Mukiele,Mukiele,DEF,SUN,300,,,n/a
2026-27,Robbie,auction,Donnarumma,Donnarumma,GK,MCI,150,,,n/a
2026-27,Robbie,auction,Van de Ven,Van de Ven,DEF,TOT,50,,,n/a
2026-27,Robbie,auction,F.Kadıoğlu,F.Kadıoğlu,DEF,BHA,50,,,n/a
2026-27,Robbie,auction,Kerkez,Kerkez,DEF,LIV,50,,,n/a
2026-27,Robbie,auction,Trafford,Trafford,GK,MCI,1,,,n/a
2026-27,Robbie,auction,Hill,Hill,DEF,BOU,1,,,n/a
2026-27,Robbie,auction,Wilson,Wilson (LEE),MID,LEE,1,,,n/a
2026-27,Robbie,auction,Cherki,Cherki,MID,MCI,1,,,n/a
2026-27,Robbie,auction,Mitoma,Mitoma,MID,BHA,1,,,n/a
2026-27,Robbie,auction,Barnes,Barnes,MID,NEW,1,,,n/a
2026-27,Robbie,auction,Neto,Neto,MID,CHE,1,,,n/a
2026-27,Robbie,auction,Wissa,Wissa,FWD,NEW,1,,,n/a
2026-27,Robbie,auction,Havertz,Havertz,FWD,ARS,1,,,n/a
2026-27,Robbie,auction,Wood,Wood,FWD,NFO,1,,,n/a
2026-27,Trent,auction,Saka,Saka,MID,ARS,700,,,n/a
2026-27,Trent,auction,Watkins,Watkins,FWD,AVL,570,,,n/a
2026-27,Trent,auction,Mbeumo,Mbeumo,MID,MUN,420,,,n/a
2026-27,Trent,auction,Muñoz,Muñoz,DEF,CRY,260,,,n/a
2026-27,Trent,auction,Pedro Porro,Pedro Porro,DEF,TOT,220,,,n/a
2026-27,Trent,auction,Matheus N.,Matheus N.,DEF,MCI,200,,,n/a
2026-27,Trent,auction,J.Timber,J.Timber,DEF,ARS,160,,,n/a
2026-27,Trent,auction,A.Becker,A.Becker,GK,LIV,120,,,n/a
2026-27,Trent,auction,James,James (CHE),DEF,CHE,55,,,n/a
2026-27,Trent,auction,Solanke,Solanke,FWD,TOT,50,,,n/a
2026-27,Trent,auction,Evanilson,Evanilson,FWD,BOU,50,,,n/a
2026-27,Trent,auction,O.Dango,O.Dango,MID,BRE,35,,,n/a
2026-27,Trent,auction,Dewsbury-Hall,Dewsbury-Hall,MID,EVE,35,,,n/a
2026-27,Trent,auction,Martinez,Martinez (AVL),GK,AVL,20,,,n/a
2026-27,Trent,auction,Ødegaard,Ødegaard,MID,ARS,5,,,n/a
2026-27,Varun,auction,Isak,Isak,FWD,LIV,500,,,n/a
2026-27,Varun,auction,Gibbs-White,Gibbs-White,MID,NFO,490,,,n/a
2026-27,Varun,auction,Thiago,Thiago,FWD,BRE,490,,,n/a
2026-27,Varun,auction,Šeško,Šeško,FWD,MUN,410,,,n/a
2026-27,Varun,auction,Wirtz,Wirtz,MID,LIV,290,,,n/a
2026-27,Varun,auction,N.Williams,N.Williams,DEF,NFO,180,,,n/a
2026-27,Varun,auction,Truffert,Truffert,DEF,BOU,180,,,n/a
2026-27,Varun,auction,Ndiaye,Ndiaye,MID,EVE,80,,,n/a
2026-27,Varun,auction,Doku,Doku,MID,MCI,60,,,n/a
2026-27,Varun,auction,Hall,Hall,DEF,NEW,60,,,n/a
2026-27,Varun,auction,Lammens,Lammens,GK,MUN,50,,,n/a
2026-27,Varun,auction,Petrović,Petrović,GK,BOU,20,,,n/a
2026-27,Varun,auction,Richards,Richards,DEF,CRY,6,,,n/a
2026-27,Varun,auction,Rayan,Rayan,MID,BOU,5,,,n/a
2026-27,Varun,auction,Jacquet,Jacquet,DEF,LIV,1,,,n/a
